OLUR_00005389 	 Q9JLI7
OLUR_00006337 	 Q6P2B1
OLUR_00008062 	 Q9Y6R7
OLUR_00020897 	 Q9ESN6
OLUR_00022046 	 A0JMW6
OLUR_00009329 	 Q2NL00
OLUR_00009331 	 Q2NL00
OLUR_00019887 	 Q6QGW5
OLUR_00018402 	 Q14CX7
OLUR_00018401 	 Q14CX7
OLUR_00013951 	 A1L253
OLUR_00002209 	 U3JAG9
OLUR_00001708 	 Q9QWS8
OLUR_00002727 	 A6NIV6
OLUR_00023068 	 Q99323
OLUR_00020184 	 Q9BWP8
OLUR_00020962 	 Q8TD57
OLUR_00011693 	 Q0P5V2
OLUR_00003424 	 B3EWZ5
OLUR_00008952 	 D3ZSI8
OLUR_00024108 	 Q5EBM0
OLUR_00002969 	 Q91Z92
OLUR_00002968 	 Q2TA03
OLUR_00024461 	 P24014
OLUR_00007756 	 Q6P2X9
OLUR_00018079 	 Q4R793
OLUR_00022738 	 Q71U00
OLUR_00008156 	 Q8K3K1
OLUR_00005073 	 Q2TB18
OLUR_00004919 	 P08953
OLUR_00017929 	 Q15063
OLUR_00005409 	 Q9UK41
OLUR_00005410 	 Q99828
OLUR_00020210 	 B3EWZ5
OLUR_00003637 	 A0JPN2
OLUR_00001350 	 Q9Z2W8
OLUR_00001351 	 Q96MM6
OLUR_00018187 	 Q9JMI9
OLUR_00014671 	 D2YVH7
OLUR_00008336 	 Q24040
OLUR_00017741 	 P11617
OLUR_00016312 	 Q5XX13
OLUR_00001232 	 Q7ZWG6
OLUR_00023802 	 B3DIV9
OLUR_00000604 	 Q96RW7
OLUR_00021223 	 Q0VCQ4
OLUR_00002325 	 Q13591
OLUR_00001577 	 O70273
OLUR_00022562 	 Q8SWR3
OLUR_00018083 	 A6QLY2
OLUR_00016111 	 Q02357
OLUR_00016982 	 O14498
OLUR_00018832 	 Q9H1Q7
OLUR_00015746 	 B2RQR8
OLUR_00005977 	 Q4KWZ7
OLUR_00016248 	 O14522
OLUR_00013258 	 Q7ZTV5
OLUR_00007607 	 Q00546
OLUR_00005378 	 Q4SUE2
OLUR_00005380 	 Q6PDG8
OLUR_00022995 	 P19490
OLUR_00014872 	 Q9VCA2
OLUR_00022350 	 O16277
OLUR_00010318 	 P98170
OLUR_00015460 	 F4I507
OLUR_00016030 	 Q8IT98
OLUR_00021849 	 Q2M2T3
OLUR_00021210 	 Q4V8V2
OLUR_00012075 	 P82596
OLUR_00014164 	 Q4LDE5
OLUR_00008426 	 P40305
OLUR_00018766 	 A6H603
OLUR_00013195 	 P86789
OLUR_00004882 	 P29030
OLUR_00018414 	 P41221
OLUR_00000477 	 Q9N293
OLUR_00000479 	 P56602
OLUR_00000478 	 P50336
OLUR_00020555 	 Q6IVV8
OLUR_00000599 	 Q9DE13
OLUR_00000600 	 Q6P135
OLUR_00022536 	 Q9Y2V2
OLUR_00016320 	 Q2HJ17
OLUR_00001475 	 Q9NR09
OLUR_00003379 	 P26714
OLUR_00003381 	 Q9XTA0
OLUR_00003380 	 P26714
OLUR_00010911 	 Q9VCY8
OLUR_00015755 	 Q54BU4
OLUR_00020495 	 P04352
OLUR_00002242 	 Q9I8D1
OLUR_00006483 	 B4K4M0
OLUR_00013118 	 Q31125
OLUR_00013119 	 Q8CC21
OLUR_00020101 	 Q5XJ85
OLUR_00000536 	 Q9W436
OLUR_00015154 	 Q5RCU5
OLUR_00012734 	 Q90WY6
OLUR_00018823 	 Q05823
OLUR_00023499 	 Q8NHV1
OLUR_00019925 	 Q5ND28
OLUR_00007264 	 Q9UHF1
OLUR_00017935 	 Q925B3
OLUR_00018708 	 Q96FC7
OLUR_00003341 	 Q9CQW0
OLUR_00001999 	 Q2MJT0
OLUR_00001998 	 Q7L5Y6
OLUR_00002000 	 P12391
OLUR_00014304 	 Q9CZJ2
OLUR_00011871 	 A7Y2X0
OLUR_00010486 	 Q6PFQ2
OLUR_00001055 	 O42101
OLUR_00010877 	 F4KGU4
OLUR_00021625 	 Q9I927
OLUR_00018020 	 D8VNS7
OLUR_00020438 	 Q9YI36
OLUR_00002145 	 Q15063
OLUR_00008933 	 Q8TCT0
OLUR_00015164 	 Q9NQV7
OLUR_00012730 	 Q5RG45
OLUR_00014015 	 P30568
OLUR_00017433 	 Q96MM6
OLUR_00013790 	 Q5BIR5
OLUR_00009529 	 Q9NP59
OLUR_00024151 	 O95841
OLUR_00012949 	 P70031
OLUR_00023215 	 Q9R1R2
OLUR_00009253 	 Q01062
OLUR_00009254 	 P14099
OLUR_00003278 	 Q8BGG7
OLUR_00005823 	 Q8IZJ3
OLUR_00005822 	 Q8NHP6
OLUR_00004840 	 O60290
OLUR_00004839 	 P35346
OLUR_00008420 	 A0A1P8AWH8
OLUR_00008869 	 A0JM12
OLUR_00004493 	 Q5RDE9
OLUR_00010741 	 P24507
OLUR_00020639 	 O60218
OLUR_00004447 	 P53988
OLUR_00016372 	 Q6NRT3
OLUR_00004822 	 Q5REG4
OLUR_00009685 	 A6QLU6
OLUR_00011001 	 Q5R7Q3
OLUR_00000900 	 P19123
OLUR_00000898 	 Q6R520
OLUR_00000897 	 P02594
OLUR_00000899 	 Q2HJ98
OLUR_00000901 	 P24044
OLUR_00023077 	 Q5NVM3
OLUR_00005319 	 Q8BXX2
OLUR_00020242 	 Q96RW7
OLUR_00024024 	 O60232
OLUR_00015654 	 Q8K482
OLUR_00016185 	 Q13263
OLUR_00012527 	 Q4V8R6
OLUR_00019784 	 Q63945
OLUR_00004193 	 Q8K2Y9
OLUR_00020816 	 Q94045
OLUR_00013064 	 Q62136
OLUR_00023331 	 Q99N11
OLUR_00000275 	 Q6ZNE5
OLUR_00000274 	 Q8K078
OLUR_00022502 	 P45963
OLUR_00001732 	 Q86W50
OLUR_00014075 	 Q8TCT0
OLUR_00017011 	 O43734
OLUR_00012596 	 Q96RW7
OLUR_00008553 	 Q13231
OLUR_00002866 	 B2IZD3
OLUR_00008164 	 Q6P2X9
OLUR_00005587 	 Q13201
OLUR_00005588 	 P23206
OLUR_00016566 	 Q9UGM3
OLUR_00005865 	 Q15155
OLUR_00007723 	 Q5BIM1
OLUR_00002988 	 Q7G192
OLUR_00009548 	 Q59E55
OLUR_00022767 	 A7X3V7
OLUR_00015639 	 P0CC03
OLUR_00014218 	 Q5BK01
OLUR_00008118 	 Q8VCE1
OLUR_00006288 	 Q6MG64
OLUR_00019479 	 V5NAL9
OLUR_00011985 	 Q9I927
OLUR_00006530 	 P83425
OLUR_00005701 	 O35474
OLUR_00006465 	 Q5G271
OLUR_00016455 	 Q28CQ7
OLUR_00013793 	 Q14527
OLUR_00004854 	 Q8C8R3
OLUR_00000965 	 Q56P03
OLUR_00004412 	 G5EE06
OLUR_00013921 	 O59028
OLUR_00010864 	 Q920R0
OLUR_00012960 	 Q8BR93
OLUR_00012959 	 Q00546
OLUR_00006937 	 A3KG59
OLUR_00021475 	 Q8CDF7
OLUR_00015535 	 Q6GLT8
OLUR_00003562 	 Q8BG81
OLUR_00005721 	 Q6ZR08
OLUR_00005722 	 Q4R6T7
OLUR_00012015 	 Q4KM30
OLUR_00004737 	 Q8R0M8
OLUR_00004738 	 P53985
OLUR_00008940 	 Q8TE73
OLUR_00005765 	 Q8C120
OLUR_00007780 	 Q6IQ26
OLUR_00023022 	 Q5PQ90
OLUR_00004156 	 Q7ZVJ8
OLUR_00004155 	 Q0V8S0
OLUR_00014959 	 Q9NZJ4
OLUR_00002999 	 Q86YJ7
OLUR_00012616 	 Q17QF9
OLUR_00002822 	 Q24180
OLUR_00024624 	 V5NAL9
OLUR_00000862 	 Q9VX32
OLUR_00015693 	 Q9QYE5
OLUR_00016967 	 Q5ZKP2
OLUR_00016968 	 A0JMH2
OLUR_00011194 	 P86955
OLUR_00000128 	 Q3L254
OLUR_00000127 	 P19999
OLUR_00020873 	 O43301
OLUR_00009921 	 G5EBQ8
OLUR_00012356 	 Q32PF0
OLUR_00000858 	 Q9CQ46
OLUR_00000859 	 Q8IV61
OLUR_00000857 	 Q8K0Y7
OLUR_00002803 	 C5BKZ2
OLUR_00002801 	 Q5E9W3
OLUR_00008627 	 Q6PDJ1
OLUR_00009878 	 Q5UNS9
OLUR_00017029 	 P59281
OLUR_00021340 	 Q8N2E2
OLUR_00023645 	 O15973
OLUR_00013834 	 A1DWM3
OLUR_00017873 	 Q63425
OLUR_00023115 	 Q00PJ9
OLUR_00000977 	 Q9VQ56
OLUR_00000978 	 P16537
OLUR_00009182 	 P02350
OLUR_00009074 	 Q8CH18
OLUR_00023778 	 Q04786
OLUR_00011442 	 Q5EAE5
OLUR_00011443 	 A8MXQ7
OLUR_00004315 	 Q7PHR1
OLUR_00004316 	 P97329
OLUR_00003556 	 P59759
OLUR_00022676 	 Q8K299
OLUR_00020324 	 P17304
OLUR_00016920 	 Q5U374
OLUR_00018852 	 P22105
OLUR_00007804 	 Q04519
OLUR_00017215 	 Q9ESN4
OLUR_00022561 	 Q9W5U2
OLUR_00019693 	 Q5E960
OLUR_00004519 	 Q92824
OLUR_00004520 	 Q9QUN7
OLUR_00014433 	 Q6DFQ5
OLUR_00009366 	 Q92870
OLUR_00022934 	 P18729
OLUR_00023496 	 Q13490
OLUR_00014966 	 P08910
OLUR_00009606 	 P62248
OLUR_00021208 	 Q96MM6
OLUR_00017356 	 Q9H0C5
OLUR_00012971 	 Q8CDY7
OLUR_00024284 	 Q00546
OLUR_00022288 	 P38117
OLUR_00000909 	 O42329
OLUR_00003812 	 Q24119
OLUR_00001549 	 Q9SKB3
OLUR_00001656 	 Q8C4U2
OLUR_00001655 	 Q9BSE2
OLUR_00012252 	 Q5ZLS8
OLUR_00001124 	 Q5XGD9
OLUR_00001123 	 A6PWV5
OLUR_00000112 	 E9Q555
OLUR_00008311 	 O95477
OLUR_00009224 	 Q9CXW2
OLUR_00017044 	 Q0VGM9
OLUR_00017187 	 O88811
OLUR_00014535 	 Q63447
OLUR_00011988 	 P51871
OLUR_00008528 	 P62205
OLUR_00022876 	 Q8BQN6
OLUR_00009376 	 P01130
OLUR_00007263 	 Q9VIK2
OLUR_00007261 	 Q9VCA2
OLUR_00014759 	 P10079
OLUR_00003990 	 A9JTS9
OLUR_00004693 	 A9JRA0
OLUR_00008018 	 Q6IVV8
OLUR_00022025 	 Q99758
OLUR_00014211 	 Q95V84
OLUR_00008433 	 Q69CM7
OLUR_00017817 	 Q865K9
OLUR_00009805 	 Q566B2
OLUR_00002709 	 Q6P788
OLUR_00019156 	 Q9BZ19
OLUR_00010081 	 Q802D3
OLUR_00016446 	 Q96KE9
OLUR_00016445 	 Q9BX70
OLUR_00001230 	 Q2T9K2
OLUR_00009795 	 Q8RDT4
OLUR_00009796 	 Q8L0X4
OLUR_00010339 	 Q6ITT3
OLUR_00024475 	 Q96MM6
OLUR_00019351 	 P26446
OLUR_00016922 	 P56839
OLUR_00003560 	 P14842
OLUR_00003200 	 Q6ZPF4
OLUR_00014046 	 A6QLU6
OLUR_00016742 	 Q5SS80
OLUR_00017956 	 P25490
OLUR_00001604 	 Q8SQC1
OLUR_00005359 	 Q9V4A7
OLUR_00009271 	 Q9CR16
OLUR_00022779 	 Q80YV3
OLUR_00021746 	 Q4R380
OLUR_00021298 	 Q8K0U4
OLUR_00014342 	 Q08DH3
OLUR_00005812 	 Q4KML2
OLUR_00014022 	 P08397
OLUR_00011790 	 Q9XWB9
OLUR_00020177 	 Q9Y6R7
OLUR_00010853 	 Q01664
OLUR_00016217 	 Q9I8C7
OLUR_00003723 	 P23573
OLUR_00003724 	 Q96PF2
OLUR_00001530 	 P59222
OLUR_00013582 	 Q95ZJ1
OLUR_00017553 	 Q5ZIJ9
OLUR_00018062 	 Q9V817
OLUR_00019868 	 Q9UGM3
OLUR_00010737 	 Q2KN98
OLUR_00012569 	 O95433
OLUR_00002974 	 Q5R5Y3
OLUR_00006950 	 E9NA96
OLUR_00020674 	 Q6GNT9
OLUR_00018551 	 Q8R0W6
OLUR_00019094 	 B9EJR8
OLUR_00008330 	 O08760
OLUR_00008331 	 A6PVS8
OLUR_00006766 	 Q5JI69
OLUR_00006767 	 Q8K2H3
OLUR_00006237 	 P50591
OLUR_00006182 	 P33450
OLUR_00010830 	 Q9ES88
OLUR_00017926 	 Q9CXK9
OLUR_00024188 	 Q0VCY6
OLUR_00013845 	 Q80X90
OLUR_00002719 	 P48545
OLUR_00002718 	 P48051
OLUR_00002717 	 P02463
OLUR_00010037 	 Q9DDN6
OLUR_00024676 	 Q888A4
OLUR_00002884 	 Q5R7K2
OLUR_00002886 	 Q9BXF3
OLUR_00008705 	 P50226
OLUR_00007479 	 Q6GLQ4
OLUR_00006707 	 P32755
OLUR_00007011 	 P46023
OLUR_00021670 	 Q86Y13
OLUR_00006569 	 A1ZA47
OLUR_00013082 	 Q923J6
OLUR_00006107 	 O00458
OLUR_00003329 	 Q8K0H5
OLUR_00003328 	 B2RPY5
OLUR_00011772 	 O77834
OLUR_00010762 	 P10079
OLUR_00004667 	 Q5R754
OLUR_00004668 	 A6X942
OLUR_00010418 	 B2IZD3
OLUR_00011485 	 Q2M385
OLUR_00013028 	 Q6GPP1
OLUR_00006200 	 Q9H6U6
OLUR_00007118 	 Q29EP6
OLUR_00018595 	 Q8TDV5
OLUR_00005369 	 Q6P1E8
OLUR_00013515 	 B5T255
OLUR_00013514 	 Q70PU1
OLUR_00004884 	 Q9BRP4
OLUR_00010889 	 Q0D2K2
OLUR_00021493 	 Q8BM89
OLUR_00020800 	 P82596
OLUR_00010476 	 P51871
OLUR_00010477 	 Q90953
OLUR_00007790 	 O62640
OLUR_00007789 	 G5ECT0
OLUR_00009750 	 Q8IWA6
OLUR_00014272 	 P55086
OLUR_00000129 	 Q6XBJ3
OLUR_00012750 	 P81004
OLUR_00005710 	 Q29510
OLUR_00000109 	 Q6DFJ6
OLUR_00016334 	 Q9JMK0
OLUR_00019063 	 Q7SIC1
OLUR_00007204 	 Q8IWB9
OLUR_00009990 	 P34722
OLUR_00018988 	 Q99741
OLUR_00015669 	 P80957
OLUR_00006453 	 B4F6U4
OLUR_00006454 	 A5PJF4
OLUR_00005004 	 P38584
OLUR_00017198 	 Q8BPB0
OLUR_00012659 	 Q9W0A0
OLUR_00013362 	 Q66IJ4
OLUR_00011437 	 Q5XI13
OLUR_00011436 	 A2RRV9
OLUR_00007051 	 O60494
OLUR_00009364 	 Q6P5E8
OLUR_00016297 	 P86179
OLUR_00006490 	 Q6DGQ0
OLUR_00005811 	 O95487
OLUR_00006394 	 Q704V6
OLUR_00015772 	 Q07139
OLUR_00019440 	 Q6DG99
OLUR_00007869 	 P56470
OLUR_00003540 	 Q9D1D4
OLUR_00003539 	 B1Y148
OLUR_00008731 	 Q5U258
OLUR_00015230 	 B7ZC77
OLUR_00015231 	 P35220
OLUR_00017438 	 Q9ERK0
OLUR_00017439 	 Q01484
OLUR_00023158 	 O43301
OLUR_00013975 	 P31396
OLUR_00010240 	 Q06805
OLUR_00011166 	 P08962
OLUR_00016754 	 B0JYW5
OLUR_00014499 	 Q93113
OLUR_00014500 	 Q63ZM7
OLUR_00014316 	 Q9P2N4
OLUR_00013816 	 Q8BY02
OLUR_00007515 	 P00520
OLUR_00007513 	 P11681
OLUR_00007514 	 Q2KID0
OLUR_00021253 	 Q9PTS8
OLUR_00005983 	 Q9Y2B1
OLUR_00023742 	 Q4UMH6
OLUR_00004339 	 Q8BGN2
OLUR_00011917 	 Q6U6H1
OLUR_00002862 	 Q8BME9
OLUR_00015077 	 Q969V4
OLUR_00015878 	 P83425
OLUR_00017955 	 Q8BW74
OLUR_00003491 	 Q6WKZ8
OLUR_00001226 	 P47809
OLUR_00022691 	 D4B1Z7
OLUR_00010954 	 Q09225
OLUR_00017544 	 P07207
OLUR_00014728 	 Q9VKJ9
OLUR_00014856 	 Q96BD5
OLUR_00009694 	 D3ZQG6
OLUR_00015510 	 A7RX26
OLUR_00013366 	 Q71R50
OLUR_00019152 	 Q7KU24
OLUR_00016266 	 Q9UL36
OLUR_00002457 	 Q6DBY9
OLUR_00002458 	 Q8BH70
OLUR_00000026 	 Q8TEQ8
OLUR_00000025 	 P53405
OLUR_00010016 	 P09481
OLUR_00010017 	 P82596
OLUR_00012760 	 P35546
OLUR_00021494 	 Q21565
OLUR_00003711 	 Q8K3F7
OLUR_00017100 	 Q8NHH1
OLUR_00014170 	 Q9HAC7
OLUR_00019683 	 Q9W625
OLUR_00003810 	 Q6ZNB7
OLUR_00022040 	 Q96RW7
OLUR_00011270 	 Q6PV61
OLUR_00018147 	 Q9MYM7
OLUR_00011901 	 Q8K013
OLUR_00021781 	 Q460N5
OLUR_00010564 	 Q9BYK8
OLUR_00009764 	 Q7JQ32
OLUR_00017699 	 Q5NDL0
OLUR_00015525 	 Q5SZD4
OLUR_00006275 	 Q9V576
OLUR_00012978 	 Q29496
OLUR_00012768 	 Q7SY52
OLUR_00009413 	 Q0VA42
OLUR_00008219 	 P86856
OLUR_00018981 	 P70076
OLUR_00016655 	 Q15008
OLUR_00004591 	 Q8MJY8
OLUR_00004804 	 P58545
OLUR_00004803 	 Q8CFK2
OLUR_00010239 	 P12545
OLUR_00005406 	 P59222
OLUR_00023814 	 Q9TWL9
OLUR_00015751 	 O95841
OLUR_00006903 	 O60290
OLUR_00009120 	 P64264
OLUR_00012996 	 Q9U8W7
OLUR_00005018 	 O15084
OLUR_00020305 	 B3A0Q8
OLUR_00002819 	 Q9HCD5
OLUR_00002821 	 Q9H7V2
OLUR_00012462 	 Q9Y6R7
OLUR_00007503 	 Q969F9
OLUR_00008473 	 A4D1F6
OLUR_00010515 	 Q923S9
OLUR_00022369 	 Q6AX44
OLUR_00001228 	 A0JC51
OLUR_00023667 	 Q8K0U4
OLUR_00006720 	 G5EFI8
OLUR_00003391 	 Q90744
OLUR_00003392 	 Q3ZBS8
OLUR_00008031 	 B2RY50
OLUR_00014870 	 Q28IA3
OLUR_00000322 	 Q4KMD3
OLUR_00000323 	 Q14318
OLUR_00011276 	 P24367
OLUR_00002835 	 Q95JJ0
OLUR_00002836 	 P13277
OLUR_00006292 	 P98160
OLUR_00006293 	 Q9Y6N7
OLUR_00002468 	 Q8N884
OLUR_00018445 	 Q6BP23
OLUR_00015098 	 Q9HB75
OLUR_00011480 	 Q13569
OLUR_00020621 	 Q7QH62
OLUR_00012483 	 Q5ZIT5
OLUR_00017939 	 Q9DC61
OLUR_00002828 	 P28825
OLUR_00001614 	 Q75WE7
OLUR_00012736 	 P35362
OLUR_00019837 	 Q95R48
OLUR_00009961 	 Q96M20
OLUR_00006412 	 Q80U56
OLUR_00019373 	 Q96RW7
OLUR_00017715 	 Q8BYM7
OLUR_00012172 	 Q8C525
OLUR_00007909 	 Q5R662
OLUR_00017462 	 Q63871
OLUR_00001839 	 Q8VIJ6
OLUR_00016725 	 Q80U56
OLUR_00014230 	 Q96XY5
OLUR_00022144 	 Q06807
OLUR_00018640 	 Q08830
OLUR_00020169 	 Q9VN14
OLUR_00023488 	 A6NIZ1
OLUR_00011408 	 P22770
OLUR_00014797 	 Q0P4F7
OLUR_00019632 	 P51869
OLUR_00021584 	 Q96MM6
OLUR_00023217 	 Q4V8R6
OLUR_00007346 	 Q8K224
OLUR_00009594 	 Q58EG2
OLUR_00003995 	 A0A0A6YYL3
OLUR_00009124 	 Q99P50
OLUR_00017321 	 F1LRS8
OLUR_00024572 	 Q0P5B7
OLUR_00006188 	 Q8K2P6
OLUR_00006187 	 Q32LL5
OLUR_00006186 	 Q9D306
OLUR_00002782 	 P51544
OLUR_00015491 	 O45035
OLUR_00016379 	 Q9ZPY2
OLUR_00001952 	 Q99MH6
OLUR_00024466 	 Q80X44
OLUR_00007710 	 P31331
OLUR_00001873 	 Q9UGM3
OLUR_00001154 	 P42689
OLUR_00001155 	 Q4JIM5
OLUR_00005807 	 F1QR43
OLUR_00014398 	 Q60596
OLUR_00014399 	 Q5SW45
OLUR_00003252 	 Q15652
OLUR_00023297 	 Q2HJ23
OLUR_00004705 	 Q09711
OLUR_00004585 	 B3EWZ3
OLUR_00015474 	 Q9HCC0
OLUR_00024150 	 Q24799
OLUR_00022344 	 Q0VCU1
OLUR_00019874 	 Q9VEI3
OLUR_00017142 	 Q13442
OLUR_00010527 	 Q5F4A1
OLUR_00012151 	 Q9P2N4
OLUR_00022176 	 D3ZAT9
OLUR_00000354 	 I7GQA7
OLUR_00000355 	 P74148
OLUR_00000356 	 Q9GLM3
OLUR_00014864 	 P10079
OLUR_00006704 	 Q8NE62
OLUR_00006705 	 Q6A037
OLUR_00002336 	 P05560
OLUR_00002335 	 O96790
OLUR_00008761 	 Q9NYJ8
OLUR_00011434 	 A0JM12
OLUR_00004321 	 Q9EQB9
OLUR_00005895 	 Q62371
OLUR_00017716 	 Q5TCS8
OLUR_00020795 	 P25067
OLUR_00008890 	 Q9VB11
OLUR_00008888 	 Q8N2C7
OLUR_00008887 	 Q9M047
OLUR_00019196 	 D9IQ16
OLUR_00015351 	 E1BD59
OLUR_00012429 	 P22105
OLUR_00016947 	 Q9ESJ4
OLUR_00005595 	 Q20930
OLUR_00007944 	 Q1JPJ9
OLUR_00007943 	 Q3KPW1
OLUR_00017384 	 Q9BRI3
OLUR_00003786 	 Q5SSG5
OLUR_00009070 	 Q4ZJM9
OLUR_00024384 	 Q94KD8
OLUR_00004825 	 O70201
OLUR_00004826 	 Q96RT1
OLUR_00004827 	 Q2TAC2
OLUR_00004992 	 B3EWZ5
OLUR_00013198 	 P07207
OLUR_00013199 	 A2RUV0
OLUR_00020810 	 Q8VI56
OLUR_00002137 	 Q91V57
OLUR_00010014 	 Q9BSD7
OLUR_00021523 	 A0A1F4
OLUR_00016810 	 Q91WL8
OLUR_00020491 	 Q7TP17
OLUR_00023809 	 Q96MM6
OLUR_00014144 	 Q16959
OLUR_00001757 	 Q5RC74
OLUR_00023468 	 O15123
OLUR_00000667 	 Q9JHE4
OLUR_00000665 	 P16065
OLUR_00000666 	 O16796
OLUR_00009200 	 Q8BZ20
OLUR_00007003 	 A5WUX7
OLUR_00003462 	 P50739
OLUR_00003461 	 P0A3V0
OLUR_00003176 	 Q0P4S0
OLUR_00014732 	 Q95Y36
OLUR_00004970 	 Q9H4I3
OLUR_00004969 	 Q9UTA8
OLUR_00020893 	 P10079
OLUR_00008916 	 Q7KHG2
OLUR_00000497 	 P48382
OLUR_00000496 	 Q9D845
OLUR_00005610 	 Q9VNL4
OLUR_00019367 	 O08762
OLUR_00000001 	 Q9IA16
OLUR_00018973 	 Q5BL41
OLUR_00008744 	 A1L2S8
OLUR_00007812 	 P82596
OLUR_00005936 	 A5A8Y8
OLUR_00023366 	 Q8IYS1
OLUR_00014812 	 P82596
OLUR_00017604 	 Q8BJ64
OLUR_00006637 	 O95395
OLUR_00010689 	 Q4LDE5
OLUR_00007811 	 A0A0F7YYX3
OLUR_00015359 	 P83425
OLUR_00020017 	 Q9UKR8
OLUR_00013326 	 O08863
OLUR_00020847 	 P55040
OLUR_00015930 	 P0C872
OLUR_00014781 	 Q8K2I4
OLUR_00021437 	 Q96RW7
OLUR_00024032 	 Q8NHV1
OLUR_00004557 	 P60901
OLUR_00019376 	 Q91ZZ5
OLUR_00021552 	 P24861
OLUR_00024652 	 Q6DDL7
OLUR_00004850 	 Q8NDI1
OLUR_00003813 	 Q9JMH4
OLUR_00010640 	 Q5VY43
OLUR_00015605 	 P35778
OLUR_00008136 	 P18426
OLUR_00002167 	 Q02225
OLUR_00018287 	 Q8CFR0
OLUR_00020044 	 P04069
OLUR_00009600 	 V5NAL9
OLUR_00016631 	 P27867
OLUR_00016987 	 D8VNT0
OLUR_00013378 	 Q924H0
OLUR_00009881 	 Q05B89
OLUR_00009880 	 Q1JQC6
OLUR_00006835 	 Q9D994
OLUR_00004982 	 Q5XGG5
OLUR_00021422 	 Q9Y2F9
OLUR_00001739 	 Q7SIG4
OLUR_00000468 	 Q5ZIJ9
OLUR_00018451 	 Q14643
OLUR_00016063 	 Q5XGG5
OLUR_00014658 	 Q3UGY8
OLUR_00019920 	 Q9D8X2
OLUR_00020487 	 Q4LDE5
OLUR_00019283 	 Q02934
OLUR_00014676 	 Q8ZXT3
OLUR_00012773 	 Q9Y6R7
OLUR_00004048 	 Q9WV18
OLUR_00004051 	 A1XQU1
OLUR_00004049 	 Q9Z0U4
OLUR_00004053 	 Q9D4F2
OLUR_00004052 	 Q5JUQ0
OLUR_00010062 	 Q5U534
OLUR_00014560 	 Q8VCK5
OLUR_00020862 	 P0C5A0
OLUR_00019386 	 Q29361
OLUR_00020961 	 B3EWZ6
OLUR_00009626 	 P46023
OLUR_00023581 	 Q24400
OLUR_00004739 	 Q99807
OLUR_00014064 	 Q02337
OLUR_00001674 	 F1P4W9
OLUR_00004360 	 Q01484
OLUR_00017194 	 Q8C3L1
OLUR_00008498 	 Q13435
OLUR_00014471 	 Q9TTF0
OLUR_00000119 	 G5CTG7
OLUR_00000118 	 Q9NVE4
OLUR_00000120 	 Q5ZIJ9
OLUR_00000121 	 O95478
OLUR_00000117 	 Q9BU70
OLUR_00005517 	 Q9SIV2
OLUR_00005516 	 Q99PW8
OLUR_00022262 	 Q8IXQ6
OLUR_00000982 	 Q9U637
OLUR_00004912 	 O70628
OLUR_00019012 	 Q9D1A2
OLUR_00001852 	 J5JH35
OLUR_00013393 	 P28799
OLUR_00021508 	 P10079
OLUR_00019569 	 Q96GP6
OLUR_00019075 	 Q9VVY3
OLUR_00021843 	 Q26636
OLUR_00007522 	 Q2KHX8
OLUR_00002384 	 Q95YM8
OLUR_00017776 	 Q7Z3U7
OLUR_00005370 	 P86952
OLUR_00005371 	 Q6ZTW0
OLUR_00015936 	 Q5RBG1
OLUR_00022227 	 Q8VID5
OLUR_00001833 	 P06868
OLUR_00014076 	 O14975
OLUR_00013332 	 D8VNS7
OLUR_00021085 	 Q68EV6
OLUR_00002914 	 Q9CR14
OLUR_00002913 	 Q4QQT0
OLUR_00009541 	 Q4FZX0
OLUR_00014011 	 P82596
OLUR_00020127 	 Q9BEC7
OLUR_00011186 	 Q5UR46
OLUR_00014059 	 Q5U3N5
OLUR_00015730 	 Q3T0D6
OLUR_00020656 	 Q6Q311
OLUR_00000682 	 P50533
OLUR_00005300 	 Q91ZY8
OLUR_00005301 	 M9MRI4
OLUR_00018855 	 Q8S904
OLUR_00016925 	 Q2KIA4
OLUR_00023356 	 Q8IXQ4
OLUR_00004389 	 Q95KZ0
OLUR_00001027 	 Q4V8E5
OLUR_00001029 	 Q3T8J9
OLUR_00001028 	 Q27HK4
OLUR_00021844 	 H9IUR0
OLUR_00024009 	 P56719
OLUR_00001824 	 Q6NYU3
OLUR_00009639 	 O15374
OLUR_00009640 	 Q6P2X9
OLUR_00013909 	 Q6DC04
OLUR_00010876 	 Q04164
OLUR_00024050 	 P37380
OLUR_00004966 	 Q60847
OLUR_00000661 	 Q5M7R9
OLUR_00001294 	 Q28J82
OLUR_00000824 	 Q0IHM1
OLUR_00000826 	 Q684M4
OLUR_00015353 	 Q08CA1
OLUR_00016329 	 O43301
OLUR_00012703 	 Q95JH0
OLUR_00013376 	 P18052
OLUR_00002552 	 Q5HY98
OLUR_00002551 	 Q0P6D2
OLUR_00023740 	 P48428
OLUR_00018646 	 Q9W2H1
OLUR_00011403 	 Q9QUJ7
OLUR_00023545 	 P16157
OLUR_00021140 	 O70244
OLUR_00024255 	 P48416
OLUR_00010632 	 Q923L3
OLUR_00014380 	 P83456
OLUR_00014381 	 Q92058
OLUR_00014417 	 Q4R7L8
OLUR_00017807 	 B2GV87
OLUR_00024320 	 Q9D722
OLUR_00018703 	 Q5R563
OLUR_00019287 	 P20477
OLUR_00009963 	 Q5BIR5
OLUR_00014347 	 Q8K5E0
OLUR_00007743 	 Q5R8Z6
